asin,rating,review_title,review_text,review_date,year,sentiment,product_title,main_category,price
B00DZU8S1A,5.0,Fix it yourself Dryer,"Easy to install, common failure on most dryers,  The cost of the board was a lot more than I expected, but I didn't have to pay a service call and all that scammy stuff.  It literally took me 15 minutes to replace the board, a real no brainer..  Save your money and fix it your self, if you have any mechanical capability at all it is easy..",2014-12-03 14:55:01.000000000,2014,Positive,Whirlpool 8546219 WP8546219 Control Board,Tools & Home Improvement,
B008YDSH6E,5.0,Five Stars,Worked as advertised,2015-07-12 01:08:28.000000000,2015,Positive,"Supco RCO410 Start Kit , BLACK",Tools & Home Improvement,$13.95
B00A8O071A,5.0,Five Stars,It looks like the original one and works pretty good so far no problems,2015-10-03 19:15:29.000000000,2015,Positive,General Electric WR17X11705 Dispenser Auger,Appliances,$32.90
B000DLB2FI,4.0,Four Stars,It works just fine and cleans up nicely.  I have used it many times with no issues.,2016-06-06 23:20:57.000000000,2016,Positive,Keurig My K-Cup Reusable Coffee Filter - Old Model,Amazon Home,$19.25
B078Z5J2QV,5.0,Did the job!! Just what we needed,My oven was not heating up but it's up and running like never before Thanks exactly what we was looking for it and easy to install,2022-09-05 22:59:42.681999922,2022,Positive,Frigidaire 5304509706 Igniter,Tools & Home Improvement,$68.23
B07YXRTY6F,1.0,Cheap plastic. Will replace in a month,"I've now bought this item twice. It's broken twice. Cheap plastic, poorly made. No instructions.",2021-05-07 19:47:39.217999935,2021,Negative,"UPGRADED W10350376(2) W10195840(2) W10195839(2) Dishwasher part (6 Packs),W/ 0.9 In Diameter Wheel, Dishwasher Parts Upper Rack for Kitchenaid Whirlpool Maytag Kenmore W10350374 W10195840",Tools & Home Improvement,$19.99
B00OMR0RJQ,5.0,Love,This is so much better than the one that came with my dryer. There is now a metal band on the inside so the plastic doesn't snap like my original  one did,2017-02-02 19:20:52.000000000,2017,Positive,GE WE01X20374 Genuine OEM Timer Knob (White) for GE Dryers,Tools & Home Improvement,$14.96
B07KBD8TP2,5.0,Worked like a charm,Worked like a charm,2019-11-05 02:21:12.536999941,2019,Positive,"Pureline MSWF Replacement for GE MSWF, Kenmore 9914, 46-9914, Refrigerator Water Filter - Reduces Bad Taste & Odor",Appliances,$39.99
B07QL9JGRY,5.0,Kegerator Repaired,Exactly what was needed to fix kegerator that was not cooling. Easy to do.,2021-04-23 18:23:18.114000082,2021,Positive,QP2-4.7 Start Relay Refrigerator PTC Ohm 1 Pin Compatible with Vissani Danby Compressor,Musical Instruments,
B09ZLDLV51,5.0,Easy to use. Delicious kona coffee.,[[VIDEOID:a451152fe05b4b3a1952cefff7fb31f1]] These caps were east to use. Cleaned the capsule and refilled with my favorite kona coffee. Put the lid on popped it in the machine. So far so good.,2022-08-27 17:55:30.532000064,2022,Positive,"Reusable Coffee Capsule Lids for Original Nespresso Vertuoline Pods, Food Grade Silicone Caps for Refillable Nespresso Vertuo Pods with Scoop and Brush, 4 PCS(Brown)",Amazon Home,$18.99
B00LPDJT58,5.0,Ok thanks,All ok,2019-06-23 22:39:08.111000061,2019,Positive,General Electric WR72X206 Drawer Slide Rail,Appliances,$27.83
B08D6F32XN,5.0,Setting this up is super easy!,Very happy to get my ice maker! Easy to set up and use. Definitely recommend!,2020-09-15 20:30:06.569000006,2020,Positive,"LITBOOS Portable Ice Makers Countertop, 3 Ice Size Nugget Ice Makers,Makes 30 lbs/24 hrs-Ice Cubes Ready in 6 Mins,Compact Electric Mini Ice Maker with Scoop and Basket (13 x 10.2 x 13.1 inches)",Industrial & Scientific,
B08DL159Z8,5.0,One of the best buys,"Cleans, drains, dries well; everything you could ask from a washing machine; takes small loads, does not have wheels to move, but in all other cases, this is an awesome machine",2020-12-29 19:58:42.898999929,2020,Positive,Portable Washing Machine Koswin Full-Automatic Portable Washer with 8 lbs Load Capacity 6 Washing Programs Up Drainage 1.0 Cu.ft Top Load LED Display White and Gray Not for California,Appliances,
B00KGHWNX4,5.0,Perfect,Great price,2022-08-10 13:40:18.661999941,2022,Positive,"Aqua Fresh DA29-00020B Samsung Water Filter for Refrigerator Replacement for DA29-00020A/B, Haf-Cin/Exp, DA29-00020B-1, RF25HMEDBSR, RF28HMEDBSR, RS25J500DSR, RF263BEAESR (2 Pack)",Tools & Home Improvement,$35.22
B00Y1TC1B2,5.0,Great,Works great,2019-12-24 07:58:20.711999893,2019,Positive,316455410 FRIGIDAIRE Range Oven Control Board,Appliances,$109.95
B01GSKXNZO,5.0,Good prive,Good price. Excelente combo,2019-11-01 23:08:47.858000040,2019,Positive,Saeco CA6706/48 Ca6706/48 Maintenance Kit,Tools & Home Improvement,
B004XLDC8O,5.0,this is what you need for the dishwasher I had.,It mounts to the dishwasher and can be screwed the cabinets on the side or the top,2021-10-09 01:25:53.107000113,2021,Positive,Bosch 170664 Mounting Kit for Dish Washer,Tools & Home Improvement,$18.95
B00SPYDSFC,5.0,Five Stars,Product fit as expected and works well,2018-02-01 11:13:56.339999914,2018,Positive,"Whirlpool W10712394 Adjuster KIT, Single Unit, White",Tools & Home Improvement,$30.13
B07PCNLCJD,5.0,Used as a precaution.,I replaced this switch as a precaution. We were having problems with the washer and in the past it had been this switch. I had to replace the gasket so I thought while I had the gasket off I would change the switch.,2022-09-20 15:06:41.280999899,2022,Positive,"131763202 131763256 Washer Door Lock Switch with 131763310 1317633 Door Striker, Replacement for Frigidaire Whirlpool Electrolux Kenmore Gibson, Replace 1317632 131763200 131763255 131269400",Amazon Home,$20.99
B0081N3YW4,2.0,Weak coffee result,I was really excited about the idea of these. It took me like 10 tries to figure out you have to really push the lids on or coffee grounds and water spew everywhere! My new challenge is trying to get the coffee to taste as strong as it does in the drip system. It doesn't really hold a full 2 T of grounds so the coffee is quite weak. Maybe if I tried a stronger brew? I'll probably just go back to the regular prepackaged kcups bc I'm too tired from my weak coffee to pack any of my own.,2017-02-17 15:22:15.000000000,2017,Negative,"SIMPLECUPS Disposable Cups for Use in Keurig Brewers - 50Cups, Lids, and Filters - Use Your Own Coffee - Reuse or Dispose of your K Cups",Amazon Home,$14.99
B00DM8JA80,5.0,Five Stars,"Easy to install, worked perfectly!",2016-10-06 16:06:50.000000000,2016,Positive,Whirlpool 4317943 Ice Maker Assembly,Tools & Home Improvement,
B0156NJ4Z2,5.0,thanks for the great tips from your reviews,"I read all the reviews of what the electronic control module functionality was, and it save me from throwing away a $400 freezer I had for over 4 years.<br />thanks for the great tips from your reviews. Excellent transaction!!",2016-03-03 18:56:58.000000000,2016,Positive,FRIGIDAIRE 297370600 Electronic Control,Appliances,$95.57
B00Y2REP58,3.0,It's okay but not stunning.,I was expecting a non-see through form fitting head sock. This is a little better quality than the $5 painters sock from Home depot. The color is a little on the ivory side rather than snow white. Regret I spent that kind of money on it.,2020-01-05 04:01:00.480000019,2020,Neutral,High Heat FR Short Style Hood,AMAZON FASHION,$26.11
B00INXG9MY,3.0,Icemaker switch,I ordered and igloo icemaker. The icemaker that came was an RCA. It seems to work well. We will see.,2017-04-23 16:24:17.000000000,2017,Neutral,"Compact Ice Maker, Red",Appliances,$119.99
B01BZPT8AG,1.0,Does not fit at all. Be awar buyers!!,"This item does not fit T-fal Actifry (1kg) Capacity as described. Does not fit at all. Be awar buyers!!<br />Once installed the top part (stick), it will not come out.",2017-06-15 13:19:21.403000116,2017,Negative,"T-fal XA701050 Actifry Dishwasher Safe Snack Grill, Silver, 1-Kilogram and 1.2-Kilogram Models",Amazon Home,
B001E5E0OC,5.0,Brown versus white filter - the difference is so huge there's no comparison,"You can easily determine for yourself whether the brown or the white filter is more likely to impart unwanted flavor to your coffee: First, place a white filter into a filter basket. Pour boiled water onto it to completely wet it and note the aroma coming off of it. Then, do the same with the white filter. You will probably notice that the brown filter has a strong cardboard smell, whereas the white filter has little if any smell. End of review.",2016-01-18 19:27:45.000000000,2016,Positive,"Melitta #4 Cone Coffee Filters, White, 100 Count (Pack of 12)",Grocery,$54.95
B01M9EQ25K,5.0,Good product fast shipping,Works just as described 👌,2022-08-22 23:21:55.572000027,2022,Positive,Samsung DA32-00011D Temperature Sensor,Tools & Home Improvement,$13.94
B001M8K5TU,5.0,Is Smart Mom is happy,"We couldn't find these in local stores.  My mother-in-law has a percolator that uses them.  Is Smart Mom is happy, I am happy!",2015-08-20 14:56:06.000000000,2015,Positive,Melitta 628354 Disc Coffeemaker Filters,Amazon Home,$5.75
B0B148VJFW,5.0,Washing Machine Lifesaver!,"No one in our area of residence stocked parts, so when we learned that this part was available through Amazon, we were relieved. Perfect fit like factory unit.",2022-10-04 20:56:12.348000050,2022,Positive,"HPUY WH01X27954 Compatible with ge washer lid lock switch,290d1580p004 for GE and Hotpoint top Load Washing Machine Door Lock Replacement，pls check Compatible Model list before oder",Tools & Home Improvement,$34.99
B00NSEMGJ8,3.0,Three Stars,Fits OK but to ridgid and fragile.,2016-07-11 04:31:50.000000000,2016,Neutral,Frigidaire 240323001 Refrigerator Lower Door Bin,Tools & Home Improvement,$19.43
B00DM8JA5S,5.0,Five Stars,It was exactly what I needed. No issues.,2018-03-10 01:12:50.947999954,2018,Positive,"Whirlpool 279827 Dryer Drive Motor, White",Tools & Home Improvement,$70.52
B00XNOOJ9I,5.0,My new replacement filter,So happy to find a great product at a great price!,2019-05-03 13:28:04.796999931,2019,Positive,"ICEPURE 5231JA2006A Replacement for LG LT600P, KENMORE 9990, 5231JA2006B, KENMORECLEAR 46-9990, 5231JA2006A-S, WFC2001, LSC27931ST, LFX25960ST, FML-2,RWF1000A Refrigerator Water Filter 3PACK",Appliances,$29.99
B07FKRNFQZ,3.0,Doesn’t fit original Kenmore He3t washer but will work with modification,"The install and removal of old part were fairly simple. However this does not fit PERFECTLY like the original part that came with my machine. After doing a small modification to the bottom of this part, we were able to make it work. This in conjunction with replacing a yucky internal hose has resolved my SUD and F02 errors and we are now able to get the washer to drain. :)<br /><br />Update: ok we are still getting the SUD and F02 error — this tells me its likely the computer inside as we replaced the pump switch and this part. But it DOES drain nonetheless! This doesn’t detract from the fact that this part does work. Just wanted to be clear that it didn’t resolve error codes.",2020-04-11 14:45:28.716000080,2020,Neutral,"Primeco W10130913, W10730972, Compatible for whirlpool Washer Drain Pump for Washing Machines W10130913-B, 8540024-B, W10117829, AP4308966, PS1960402 -",Tools & Home Improvement,
B00A8O0DNM,5.0,Dryer works again!,Great fit.,2015-07-23 14:44:14.000000000,2015,Positive,General Electric WE11X203 Heating Element,Tools & Home Improvement,$34.60
B08YDP4TVF,5.0,Still using this almost daily and it’s still working great!,"I have an Igloo model that quit working after 14 months so decided to get this one because it comes in black to match our appliances.  We’ve used it for about a week and the ice has a strange taste to it, if it doesn’t clear up quickly we will be sending it back. If it does I will update.<br />May 21 2022 and it’s still working great",2021-07-17 21:20:04.628000021,2021,Positive,"FEANOR Compact Countertop Ice Maker with Self-Cleaning Function, Portable Electric Ice Makers Machine 9 Cubes Ready in 6-8 Minutes Mini Ice Machine Perfect for Home/Kitchen/Bar, Tools Inccluded",Industrial & Scientific,
B00MU2WHFM,4.0,Four Stars,Fits my fridge perfectly and will probably order another,2016-03-14 00:25:34.000000000,2016,Positive,"Whirlpool Part Number ER2187172 : Door Bin, Deep",Tools & Home Improvement,
B07RJKT7WB,5.0,Works great with my weather station,This streams great with my lacrosse station.  I use it daily to know the conditions on my farm,2022-03-13 02:16:09.973999977,2022,Positive,La Crosse Technology Professional House Compatible with LTV-TH2 View - Connected Temperature & Humidity Sensor,Industrial & Scientific,$21.95
B07JCCB6FT,5.0,Excellent seller!,"This igniter is for my GE oven. I had to replace it unfortunately, and in order to avoid paying the handyman, I did it myself( thanks to YouTube). It was hard because I have not done anything like this in my life. Anyway I tried to attach the igniter but when I inspected the box that the igniter came, lo and behold it was broken. I called this seller immediately sent me a replacement no question asked. I really appreciate this seller. He was prompt, immediately replaced it. I highly recommend this seller.",2022-08-09 16:33:34.793999910,2022,Positive,"Edgewater Parts Gas Range Igniter WB2x9154, 4342528, WB02X9154 Compatible with GE and Whirlpool Oven (WB13K10027, WB13K04, WB13K0003) Fits Model# (JGB, JGS, RGB, EGR, LGB)",Tools & Home Improvement,$34.65
B0737B6HGR,2.0,Only work for a short time!,"I bought 2.  Works well at first but markings on lid wash off, then matching won't recognize them as Keurig product.  Wouldn't buy again.",2019-06-05 14:34:43.246000051,2019,Negative,"Keurig My K-Cup Reusable K-Cup Pod Coffee Filter, Compatible with All 2.0 Keurig K-Cup Pod Coffee Makers, 1 Count, Black",Amazon Home,$10.99
